YBR024W	PF02630
YLR072W	PF16016
YOL065C	PF03372
YNL059C	PF00022
YMR149W	PF05817
YML073C	PF01159
YBR143C	PF03463
YBR143C	PF03464
YBR143C	PF03465
YEL036C	PF03452
YBR298C	PF00083
YDR425W	PF00787
YGL256W	PF00465
YGL075C	PF17060
YDL160C	PF00270
YDL160C	PF00271
YNL301C	PF17135
YGL248W	PF02112
Q0275	PF00510
YOR093C	PF00501
YOR093C	PF06464
YLR110C	PF13928
YGL213C	PF00400
YML129C	PF14880
YNR041C	PF01040
YNL210W	PF00013
YGL026C	PF00290
YGL026C	PF00291
YBR150C	PF00172
YBR150C	PF04082
YKR087C	PF01435
YMR075W	PF00628
YHR064C	PF00012
YML075C	PF00368
YML075C	PF12349
YML075C	PF13323
YGR194C	PF00370
YGR194C	PF02782
YKL091C	PF00650
YKL091C	PF03765
YNL126W	PF04130
YNL126W	PF17681
YKR062W	PF02186
YKR062W	PF18121
YBR042C	PF01553
YBR042C	PF16076
YDR097C	PF00488
YDR097C	PF01624
YDR097C	PF05188
YDR097C	PF05190
YDR097C	PF05192
YNL277W	PF00561
YOR274W	PF01715
YJL189W	PF00832
YLR117C	PF02184
YDR119W	PF07690
YER013W	PF00271
YER013W	PF00575
YER013W	PF04408
YER013W	PF07717
YOL107W	PF08551
YDR422C	PF04739
YDR422C	PF16561
YKL157W	PF01433
YKL157W	PF11838
YKL157W	PF17900
YPL091W	PF02852
YPL091W	PF07992
YKR052C	PF00153
YDR363W	PF11976
YBR229C	PF01055
YBR229C	PF13802
YJR040W	PF00571
YJR040W	PF00654
YGR172C	PF04893
YPR122W	PF00675
YPR122W	PF05193
YHR073W	PF01237
YHR073W	PF15409
YDR060W	PF03914
YHR055C	PF11403
YJR085C	PF03647
YER137C	PF16588
YDR061W	PF00005
YOR157C	PF00227
YOR157C	PF12465
YNL310C	PF05180
YGL096W	PF05920
YOR252W	PF11176
YEL046C	PF01212
YAL034W-A	PF05859
YCR063W	PF01125
YEL053C	PF04112
YDL028C	PF00069
YCR036W	PF00294
YHR025W	PF00288
YMR319C	PF04120
YOL122C	PF01566
YLR233C	PF10373
YLR233C	PF10374
YDR034W-B	PF12734
YNL119W	PF10288
YJL008C	PF00118
Q0070	PF00115
Q0070	PF03161
YJL186W	PF11051
YIL026C	PF08514
YML114C	PF10406
YER105C	PF03177
YER105C	PF08801
YJR069C	PF01725
YBR111W-A	PF10163
YOL161C	PF00660
YDR358W	PF00790
YDR358W	PF02883
YDR358W	PF03127
YDR358W	PF18308
YLR390W-A	PF05730
YGL098W	PF09753
YDR460W	PF06391
YDR460W	PF17121
YNL304W	PF00071
YGR074W	PF01423
YPR181C	PF00626
YPR181C	PF04810
YPR181C	PF04811
YPR181C	PF04815
YPR181C	PF08033
YGR098C	PF03568
YIL144W	PF03801
YIL144W	PF18077
Q0160	PF03161
YNR036C	PF00164
YDR130C	PF17300
YEL040W	PF00722
YBR284W	PF19326
YDR214W	PF08327
YDR214W	PF09229
YGL145W	PF04437
YDR002W	PF00638
YLR253W	PF03109
YKR058W	PF01501
YJR130C	PF01053
YGR086C	PF13805
YPL092W	PF03595
YDR266C	PF13920
YML001W	PF00071
YIL016W	PF02179
YGR273C	PF10295
YBR091C	PF02953
YGL050W	PF02676
YGR183C	PF05365
YMR308C	PF13513
YMR308C	PF18808
YMR308C	PF18816
YMR308C	PF18829
YNL039W	PF15963
YPL145C	PF01237
YMR240C	PF04037
YMR240C	PF04046
YKR094C	PF00240
YKR094C	PF01020
YLR424W	PF01585
YKL110C	PF08433
YPL198W	PF00327
YPL198W	PF08079
YNR055C	PF07690
YPL006W	PF02460
YPL006W	PF16414
YHR132C	PF00246
YPR161C	PF00069
YKL094W	PF12146
YKR099W	PF00249
YEL032W	PF00493
YEL032W	PF14551
YEL032W	PF17207
YEL032W	PF17855
YJR067C	PF09811
YBR294W	PF00916
YBR294W	PF01740
YBR083W	PF01285
YBL080C	PF02637
YBL080C	PF02934
YIL056W	PF04001
YDR361C	PF13862
YOR335C	PF01411
YOR335C	PF02272
YOR335C	PF07973
YIL082W	PF19259
YML087C	PF00175
YML087C	PF00970
YMR304W	PF00443
YMR304W	PF12436
YMR304W	PF14533
YBR160W	PF00069
YPL264C	PF00892
YDL045C	PF01507
YMR072W	PF00505
YDR505C	PF04468
YMR059W	PF09631
Q0080	PF05933
YAL024C	PF00617
YAL024C	PF00618
YFL018C	PF02852
YFL018C	PF07992
YBR244W	PF00255
YKL149C	PF00149
YKL149C	PF05011
YBR218C	PF00289
YBR218C	PF00364
YBR218C	PF00682
YBR218C	PF02436
YBR218C	PF02785
YBR218C	PF02786
YNL121C	PF00515
YNL121C	PF13181
YAL019W	PF00176
YAL019W	PF00271
YLR180W	PF00438
YLR180W	PF02772
YLR180W	PF02773
YGL079W	PF10241
YKR014C	PF00071
YMR224C	PF00149
YMR224C	PF04152
YIR039C	PF00026
YDL199C	PF00083
YBR227C	PF07724
YBR227C	PF10431
YPL218W	PF00025
YPL059W	PF00462
YGR197C	PF12051
YDL123W	PF01679
YOR181W	PF00568
YOR181W	PF02205
YER092W	PF17335
YOL120C	PF17135
YML013W	PF00789
YML013W	PF14555
YKL172W	PF05890
YDR483W	PF01793
YGR156W	PF14304
YGR156W	PF14327
YDR105C	PF03348
YBL086C	PF10358
YML085C	PF00091
YML085C	PF03953
YDR469W	PF05186
YOR212W	PF00400
YOL124C	PF01170
YJR100C	PF03803
YOL038W	PF00227
YOL038W	PF10584
YBR247C	PF05291
YBR179C	PF00350
YLR181C	PF04652
YLR181C	PF18097
YGL017W	PF04376
YGL017W	PF04377
YGR167W	PF01086
YJR044C	PF04133
YGL110C	PF02845
YDR451C	PF00046
YDR191W	PF02146
YBR234C	PF00400
YDR200C	PF00498
YGL021W	PF12330
YBR243C	PF00953
YCL012C	PF09435
YNL246W	PF00956
YPR119W	PF00134
YPR119W	PF02984
YOR120W	PF00248
YPL111W	PF00491
YFL011W	PF00083
YKL062W	PF00096
YJL133W	PF00153
YDL139C	PF10384
YPL240C	PF00183
YPL240C	PF02518
YMR083W	PF00107
YMR083W	PF08240
YPR156C	PF07690
YGR082W	PF02064
YOR021C	PF04252
YMR202W	PF04622
YGL081W	PF00498
YIL126W	PF00176
YIL126W	PF00271
YIL126W	PF00439
YIL126W	PF07529
YIL126W	PF14619
YHR007C	PF00067
YDL097C	PF01399
YDL097C	PF18055
YDL097C	PF18503
YJR131W	PF01532
YOR231W	PF00069
YCR007C	PF00674
YJL187C	PF00069
YMR012W	PF12807
YMR012W	PF13236
YMR012W	PF15044
YIL045W	PF03370
YNL284C	PF00828
YKL143W	PF04180
YLR272C	PF12717
YLR272C	PF12922
YGR181W	PF02953
Q0065	PF00115
Q0065	PF00961
YCR071C	PF05046
YHR005C-A	PF02953
YER172C	PF00270
YER172C	PF00271
YER172C	PF02889
YER172C	PF18149
YDR367W	PF08552
YNL061W	PF01189
YNL061W	PF17125
YGR186W	PF05793
YCR060W	PF14559
YNR052C	PF04857
YOL063C	PF08728
YFL064C	PF11603
YML101C	PF02845
YPR141C	PF00225
YHR097C	PF08316
YGR224W	PF07690
YDL181W	PF04568
YAL053W	PF06011
YAL053W	PF14558
YPL244C	PF08449
YOL095C	PF13245
YOL095C	PF13361
YHR206W	PF00072
YHR206W	PF00447
YNL221C	PF06978
YNL221C	PF08170
YDR304C	PF00160
YDL015C	PF02544
YKL004W	PF14378
YDR299W	PF08164
YDR299W	PF13339
YOR215C	PF09424
YKL180W	PF00237
YJL020C	PF00018
YLR455W	PF00855
YLR220W	PF01988
YLR167W	PF00240
YLR167W	PF01599
YOL103W	PF00083
YEL059C-A	PF11093
YDR489W	PF05916
YDR489W	PF16922
YOR258W	PF01230
YOR258W	PF16278
YDR512C	PF11326
YNL315C	PF06644
YDR197W	PF08546
YNL157W	PF04667
YGR030C	PF01918
YGL097W	PF00415
YGL097W	PF13540
YNL091W	PF13945
YOL003C	PF01529
YKL139W	PF00069
YKL139W	PF12330
YER183C	PF01812
YLR247C	PF00176
YLR247C	PF13923
YDR272W	PF00753
YDR272W	PF16123
YOR115C	PF04051
YOL154W	PF13933
YDR533C	PF01965
YOR270C	PF01496
YJR046W	PF16679
YPR155C	PF08637
YOR058C	PF03999
YKL061W	PF17324
YDR338C	PF01554
YIL165C	PF00795
YPR103W	PF00227
YIL150C	PF09329
YBL022C	PF00004
YBL022C	PF02190
YBL022C	PF05362
YPR204W	PF00271
YJL213W	PF01979
YIL107C	PF00300
YIL107C	PF01591
YGL211W	PF01171
YGL211W	PF16503
YFR052W	PF10075
YDR125C	PF00561
YBR119W	PF00076
YDL206W	PF01699
YMR268C	PF00076
YMR268C	PF05391
YMR268C	PF16842
YIL050W	PF08613
YOR285W	PF00581
YOL052C	PF01536
YNR001C	PF00285
YOL081W	PF00616
YPL224C	PF01545
YLR321C	PF04855
YNL180C	PF00071
YCL024W	PF00069
YCL024W	PF16797
YPL179W	PF00149
YPL179W	PF16891
YMR105C	PF00408
YMR105C	PF02878
YMR105C	PF02879
YMR105C	PF02880
YJL110C	PF00320
YDR439W	PF10422
YML055W	PF06703
YML057W	PF00149
YER159C	PF00808
YKL173W	PF00009
YKL173W	PF00679
YKL173W	PF03144
YKL173W	PF03764
YKL173W	PF16004
YNL099C	PF03162
YDR158W	PF01118
YDR158W	PF02774
YBR022W	PF01661
YBR019C	PF01263
YBR019C	PF16363
YDR232W	PF00155
YBL037W	PF01602
YNL152W	PF00168
YPL084W	PF03097
YPL084W	PF13949
YAL003W	PF00736
YAL003W	PF10587
YGL160W	PF01794
YGL160W	PF08022
YGL160W	PF08030
YPR194C	PF03169
YHR126C	PF00399
YBR182C	PF00319
YLR251W	PF04117
YER146W	PF01423
YDL182W	PF00682
YMR266W	PF02714
YMR266W	PF12621
YMR266W	PF13967
YMR266W	PF14703
YFR027W	PF13878
YFR027W	PF13880
YPR032W	PF08596
YMR318C	PF00107
YMR318C	PF08240
YCR107W	PF00248
YNL102W	PF00136
YNL102W	PF03104
YNL102W	PF08996
YNL102W	PF12254
YPR065W	PF00505
YNL297C	PF12783
YNL297C	PF16206
YNL297C	PF16213
YPL183C	PF00400
YML125C	PF00175
YML125C	PF00970
YEL047C	PF00890
YBR241C	PF00083
YOR039W	PF01214
YLR032W	PF00176
YLR032W	PF00271
YLR032W	PF08797
YLR032W	PF13639
YHR084W	PF02200
YNL030W	PF15511
YOR084W	PF12697
YLR308W	PF01522
YOR160W	PF08389
YGR005C	PF02270
YGR005C	PF17683
YDR243C	PF00270
YDR243C	PF00271
YLR025W	PF03357
YPL009C	PF05670
YPL009C	PF05833
YPL009C	PF11923
YEL054C	PF00298
YEL054C	PF03946
YDR150W	PF12814
YGR162W	PF02854
YGR162W	PF12152
YKL002W	PF03357
YJL139C	PF01793
YML077W	PF04099
YKR092C	PF05022
YJR129C	PF10294
YFL026W	PF02116
YNL331C	PF00248
YNL137C	PF01479
YDR175C	PF10213
YBL108C-A	PF00660
YIL010W	PF00578
YML088W	PF12937
YLR075W	PF00252
YOL088C	PF00085
YPL257W	PF15701
YDR462W	PF09812
YBR031W	PF00573
YBR031W	PF14374
YGR251W	PF10863
YDR508C	PF00324
YNL097C	PF12998
YMR180C	PF02940
YER056C-A	PF01199
YDL189W	PF01424
YOR341W	PF00623
YOR341W	PF04983
YOR341W	PF04997
YOR341W	PF04998
YOR341W	PF05000
YPL217C	PF00004
YPL217C	PF04950
YPL217C	PF08142
YCR100C	PF15902
YHL002W	PF00018
YHL002W	PF00790
YJR105W	PF00294
YMR091C	PF08624
YOR206W	PF03715
YGL156W	PF01074
YGL156W	PF07748
YGL156W	PF09261
YGL156W	PF17677
YBR115C	PF00501
YBR115C	PF00550
YBR115C	PF07993
YNL191W	PF13230
YCL040W	PF00349
YCL040W	PF03727
YNL288W	PF04078
YDR018C	PF01553
YDR018C	PF16076
YLR128W	PF03556
YLR128W	PF14555
YCL011C	PF00076
YAL016W	PF13646
YJL204C	PF07393
YOL119C	PF07690
YLL056C	PF01370
YMR244C-A	PF02297
YGL087C	PF00179
YHL031C	PF12352
YHR094C	PF00083
YIL156W-B	PF08520
YOL072W	PF01399
YDR492W	PF03006
YNR069C	PF04425
YLR437C	PF08591
YER011W	PF00399
YER011W	PF00660
YLR466W	PF00270
YLR466W	PF00271
YDR542W	PF00660
YDR523C	PF00069
YMR139W	PF00069
YJL160C	PF00399
YBR293W	PF07690
YCR031C	PF00411
YMR290C	PF00270
YMR290C	PF00271
YMR290C	PF13959
YDR387C	PF00083
YDL243C	PF00248
YDL246C	PF00107
YDL246C	PF08240
YBL055C	PF01026
YNR017W	PF02466
YIR015W	PF04032
YOL048C	PF07264
YKL103C	PF02127
YMR027W	PF01937
YOR237W	PF01237
YEL041W	PF01513
YEL041W	PF20143
YOR185C	PF00071
YMR172W	PF12550
YLL050C	PF00241
